,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
0,"""07921""",Bacon and beef sticks,28.0,1.0 oz,4.48,1.204,,0.22,0.168,0.485,0.000,,1,,,,0.511,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.363,0.022,,1.12,0.092,,,,,,,,0.269,,,606,,0.143,,,,,,,,,,,,,0.08,0.000,0.53,6.132,0.4,0,0.011,0.140,,1.2,,0.000,,,,,,,,,,0.804,108.0,,0.333,12.38,0.473,,,,0,145,,0.059,,29.0,0.199,,7.3,0,0.011,1,0.272,2.128,40.0,,,,,,,0.22,,,0.0,,,,,,0.424,,0.017,,,,4.312,0.196,,,,,0.0,,,,,,,
1,"""07974""","Bacon, turkey, low sodium",15.0,1.0 serving,1.0,0.641,,0.0,0.004,0.188,0.000,0.001,1,,,,0.222,,,,,,0.0,0.369,0.218,0.001,,0.001,,,0,,,,,,,1,,0,,,,0.933,0.009,0.005,0.27,0.165,,0.001,1,,0.001,1,,0.098,,,159,,0.020,,,,,,,,,,,,,0.027,0.001,0.1,1.286,1.6,1,0.006,0.060,0.021,0.44,,0.000,0.0,0.000,,,,,,,,0.466,23.0,,0.159,3.0,0.022,,,,4,38,0.000,0.028,,15.0,0.08,0.041,2.9,0,0.002,1,0.078,0.632,22.0,0.00,8.5,0.109,0.00,8.5,0.109,0.72,,,0.0,2,,,,,0.159,,0.002,0.0,0.088,3.0,1.236,0.073,,,,,0.0,,3.6,,,,,
2,"""07973""","Bacon, turkey, microwaved",8.1,1.0 slice,0.562,0.557,0.02,0.34,0.004,,0.000,0.003,1,0.027,0.01,,,,,,,,0.0,,,0.003,,0.003,,0.000,0,,,,,,,2,,0,,,,0.656,0.01,0.005,0.146,0.029,0.01,0.003,1,0.002,0.003,1,0.002,,,,125,0.019,0.018,,,,0.005,2.79,0.0,,,,0.001,0.0,0.003,0.032,0.002,0.15,0.76,0.0,2,0.003,0.030,0.001,0.55,,0.000,0.1,0.000,,0.06,164.0,0.0,,,,0.501,54.0,0.4,,,,0.005,,0.32,5,30,0.000,,,,,,,0,0.003,1,,,,0.00,7.1,,0.00,7.1,,0.34,0.000,,0.0,4,0.665,0.494,,0.080,,,,0.1,,2.0,0.682,,,0.002,0.014,0.023,0.0,,,,,,,
3,"""07254""","Bacon, turkey, unprepared",14.0,1.0 serving,0.633,0.658,,,,,0.000,0.003,1,0.034,0.02,,,,,0.0,0.019,0.012,0.0,,,0.003,,0.004,,,,,,,,,,1,,0,0.046,2.23,0.0,0.564,0.01,0.006,0.162,0.035,,0.003,,0.002,0.003,,0.002,,,,132,0.021,0.020,,,,0.005,8.66,0.0,0.0,,11.0,0.002,0.0,0.003,0.033,0.001,0.17,0.871,,1,0.004,0.034,0.001,0.48,0.00,0.000,,,,0.068,150.0,0.0,,,,0.596,49.0,,,,,0.005,,0.33,5,32,0.000,,,,,,,,,,,,,,,,,,,0.26,0.000,,0.0,,0.764,0.588,,0.095,,,,,,,0.783,,,0.002,0.015,0.026,0.0,,,0.0,,0.000,,
4,"""07001""","Barbecue loaf, pork, beef",28.35,1.0 oz,0.899,0.230,,,,,0.000,,3,,,,0.374,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.642,0.02,,0.309,0.026,,,,,,,,0.194,,,205,,0.040,0.0,0.33,0.056,,,,,,,,,,0.07,0.000,0.48,1.174,,1,0.006,0.074,,1.15,,0.000,,,,,,,,,,0.204,93.0,,0.259,2.52,0.099,,,,19,49,,0.048,,10.0,0.153,,6.0,0,0.011,3,0.208,0.536,37.0,,,,,,,1.81,,,,,,,,,0.276,,0.011,0.3,0.225,5.0,1.077,0.147,,,,,,,,,,,,
5,"""43384""","Beef, bologna, reduced sodium",138.0,1.0 cup pieces,16.113,1.450,,0.0,0.083,,0.000,,7,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,3.629,0.041,,5.79,0.331,,,,,,,,,,,1793,,1.133,,,,,,,,,,,,,0.179,0.000,1.95,18.353,0.4,0,0.055,0.248,,4.28,,0.000,,,,,,,,,,1.119,214.0,6.6,,,,,,,0,428,,,,,,,,0,,7,,,,0.00,61.1,,0.00,61.1,,2.76,,,0.0,39,,,,,,,,1.0,,14.0,16.196,,,,,,0.0,,,,,,,
6,"""13358""","Beef, chopped, cured, smoked",28.0,1.0 slice (1 oz),0.507,0.064,,,,,0.000,,2,,,,0.461,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,1.282,0.007,,0.185,0.011,,,,,,,,0.237,,,156,,0.031,0.0,0.8,0.067,,,,,,,,,,0.049,0.000,0.48,0.512,,0,0.006,0.098,,1.29,,0.000,,,,,,,,,,0.053,106.0,,0.307,1.24,0.073,,,,0,37,,0.046,,13.0,0.171,,5.5,0,0.008,2,0.232,0.263,51.0,,,,,,,0.52,,,,,,,,,0.382,,0.006,,,,0.44,0.164,,,,,,,,,,,,
7,"""13348""","Beef, cured, corned beef, canned",28.35,1.0 oz,1.752,0.179,,0.0,0.006,0.564,0.000,,3,,,,0.589,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.689,0.018,,0.649,0.060,,,,,,,,0.29,,,297,,0.119,0.0,0.59,0.098,,,,,,,,,,0.042,0.000,0.46,1.69,0.5,0,0.02,0.037,,0.82,,0.000,0.1,,,,,,,,,0.119,39.0,3.3,0.553,4.23,0.227,,,,0,71,,0.07,,24.0,0.251,,12.2,0,0.004,3,0.332,0.862,31.0,0.00,25.3,0.310,0.00,25.3,0.310,0.0,,,0.0,3,,,,,0.474,,0.028,0.1,0.338,4.0,1.417,0.245,,,,,0.0,,,,,,,
8,"""13350""","Beef, cured, dried",28.0,10.0 slices,0.266,0.020,,0.76,0.018,0.640,0.000,,3,,,,0.68,,2.4,,,,,,,,,,,,0,,,,,,,,,0,0.085,8.71,0.0,1.446,0.021,,0.082,0.001,,,,,,,,0.321,,,179,,0.020,0.0,0.68,0.104,,,,0.0,0.490,2.0,,,,0.046,0.000,0.45,0.235,0.4,0,0.0,0.108,,2.91,0.00,,0.0,,,,,,,,,0.015,66.0,0.0,0.384,0.54,0.022,,,,0,43,,0.053,,22.0,0.256,,9.1,0,0.005,3,0.366,0.165,51.0,,0.0,0.317,,0.0,0.317,0.77,,,0.0,0,,,,,0.521,,0.000,0.0,0.399,5.0,0.213,0.257,0.0,,,,0.0,,,,,,,
9,"""13353""","Beef, cured, luncheon meat, jellied",28.0,"1.0 slice (1 oz) (4"" x 4"" x 3/32"" thick)",0.395,0.048,,,,,0.000,,2,,,,0.409,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,1.355,0.034,,0.151,0.011,,,,,,,,0.208,,,130,,0.025,0.0,0.97,0.055,,,,,,,,,,0.081,0.000,1.44,0.406,,0,0.006,0.070,,0.95,,0.000,,,,,,,,,,0.036,113.0,,0.349,0.92,0.062,,,,0,31,,0.038,,10.0,0.143,,4.6,0,0.015,2,0.2,0.190,39.0,,,,,,,0.0,,,,,,,,,0.368,,0.003,,,,0.344,0.140,,,,,,,,,,,,
10,"""13355""","Beef, cured, pastrami",71.0,"1.0 package, 2.5 oz",1.904,0.103,0.01,0.07,0.037,1.211,0.000,,4,,,,1.287,,14.4,0.0,,0.003,,,,,,,0.0,,8,,,,,,,,,0,0.160,15.48,0.0,3.025,0.065,,0.562,0.008,0.00,,,,,,,0.608,,0.00,437,,0.158,0.0,1.58,0.197,,,,0.0,0.927,7.0,,,,0.114,0.000,1.33,1.504,0.5,1,0.004,0.157,,2.41,0.00,,0.1,,,,,,,,0.0,0.082,149.0,7.6,0.726,4.13,0.148,,,,30,104,,0.1,,48.0,0.485,,12.6,0,0.019,4,0.693,1.174,124.0,0.00,57.9,0.600,0.00,57.9,0.600,0.26,,,0.0,3,,,,,0.987,,0.004,0.1,0.756,12.0,1.353,0.486,,,,,0.0,,0.2,0.0,0.396,,0.0,
11,"""07003""","Beerwurst, beer salami, pork",23.0,"1.0 slice (4"" dia x 1/8"" thick)",1.444,0.543,,,,,0.000,,1,,,,0.237,,9.5,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.748,0.012,,0.446,0.097,,,,,,,,0.13,,,229,,0.062,0.0,0.17,0.025,,,,,,,,,,0.044,0.000,0.2,2.065,,0,0.021,0.080,,0.79,,0.000,,,,,,,,,,0.446,58.0,,0.147,4.32,0.177,,,,0,55,,0.026,,14.0,0.093,,4.8,0,0.007,1,0.112,0.895,24.0,,,,,,,0.47,,,,,,,,,0.186,,0.021,0.2,0.117,3.0,1.888,0.096,,,,,,,,,,,,
12,"""07002""","Beerwurst, beer salami, pork and beef",56.0,2.0 oz,4.725,1.165,,0.0,0.138,,0.000,,3,,,,,,,,,,,,,,,,0.5,,0,,,,,,,2,,0,,,,1.666,0.058,,1.495,0.086,,,,,,,,,,,649,,0.387,,,,,,,,,,,,,0.097,0.000,0.65,5.659,0.7,2,0.013,0.129,,1.4,,0.016,,,,,,,,,,1.029,137.0,1.7,,,,,,,6,155,,,,,,,,0,0.087,3,,,,0.00,37.6,,0.00,37.6,,2.11,,,0.0,20,,,,,,,,0.5,,11.0,5.147,,,,,,0.0,,0.3,,,,,
13,"""07931""","Beerwurst, pork and beef",56.0,1.0 serving 2 oz,4.725,1.165,,0.0,0.138,0.673,0.000,,3,,,,0.728,,,,,,,,,,,,0.5,,0,,,,,,,2,,0,,,,1.666,0.058,,1.495,0.086,,,,,,,,0.374,,,646,,0.387,2.0,0.97,0.1,,,,,,,,,,0.097,0.000,0.65,5.659,0.9,2,0.013,0.129,,1.4,,0.016,,,,,,,,,,1.029,137.0,,0.393,12.62,0.382,,,,6,155,,0.097,,35.0,0.284,,9.7,0,0.087,3,0.382,2.778,76.0,,,,,,,2.39,,,0.0,,,,,,0.548,,0.007,,,,5.147,0.301,,,,,0.0,,0.3,,,,,
14,"""07005""",Blood sausage,100.0,4.0 slices,13.4,3.460,,1.29,0.070,1.390,0.000,,5,,,,1.05,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.2,0.04,,4.41,0.260,,,,,,,,0.57,,,1584,,0.620,0.0,6.4,0.18,,,,,,,,,,0.13,0.000,1.0,15.9,,0,0.03,0.040,,2.31,,0.000,,,,,,,,,,3.2,38.0,2.2,1.0,34.5,0.880,,,,0,379,,0.18,,120.0,0.34,,15.5,0,0.010,5,0.32,8.300,22.0,0.00,72.8,0.680,0.00,72.8,0.680,1.29,,,0.0,52,,,,,0.68,,0.000,1.3,1.020,8.0,15.0,0.710,0.0,,,,0.0,,,,,,,
15,"""07006""","Bockwurst, pork, veal, raw",91.0,1.0 sausage,9.333,2.118,0.01,1.21,0.176,1.007,0.002,,15,,,,1.061,,1.3,0.0,,0.178,,,,,,,0.9,,98,,,,,,,2,,0,,,,5.111,0.091,,3.241,0.167,0.01,,,,,,,0.558,,0.00,1145,,0.441,,,,,,,0.01,0.628,37.0,,,,0.212,0.000,0.78,11.956,63.9,14,0.056,0.344,,2.06,0.00,,,,,,,,0.01,,0.0,1.896,246.0,6.1,0.524,23.54,0.845,,,,233,274,,0.139,0.00,85.0,0.411,,10.3,0,0.156,15,0.616,5.550,154.0,0.00,42.2,0.486,0.00,42.2,0.486,2.68,,,0.0,,,,,,0.746,,0.028,0.0,0.698,24.0,10.932,0.467,0.0,,,,0.0,,2.9,0.0,0.303,0.011,0.0,
16,"""07007""","Bologna, beef",30.0,1.0 slice,3.146,0.355,0.00,0.61,0.009,0.282,0.000,0.003,1,0.029,0.17,0.131,0.314,0.026,10.8,0.01,0.339,0.032,0.001,0.535,0.319,0.063,,0.003,,0.001,0,1.9,0.01,0.203,1.9,0.01,0.203,5,,0,0.022,3.27,3.0,0.696,0.016,0.083,0.988,0.030,0.49,0.074,1,0.008,0.074,1,0.008,0.154,0.001,0.12,375,0.362,0.246,,,,0.048,16.59,3.0,0.09,0.161,6.0,0.023,3.0,0.037,0.02,0.001,0.36,3.659,0.7,6,0.006,0.047,0.002,1.01,0.00,0.026,,,,0.309,304.0,0.0,,0.004,0.0,0.294,105.0,1.8,0.147,7.84,0.333,0.048,,0.00,27,90,0.002,0.037,,17.0,0.122,0.008,3.5,0,0.012,1,0.152,1.766,46.0,0.00,8.9,0.135,0.00,8.9,0.135,1.29,0.000,,2.0,8,2.790,0.198,,0.116,0.223,,0.009,0.2,0.164,4.0,3.129,0.123,,0.007,0.01,0.411,0.0,,4.6,0.0,0.088,0.000,0.0,0.048
17,"""07008""","Bologna, beef and pork",100.0,3.0 oz,9.301,1.120,,4.42,0.217,1.385,0.000,,6,,,,1.499,,36.0,,,,,,,,,,,,0,,,,,,,25,,0,,,,2.521,0.052,,2.964,0.055,,,,,,,,0.77,,,1288,,0.323,0.0,1.21,0.209,,,,0.0,0.805,85.0,,,,0.185,0.000,1.82,10.526,0.3,25,0.013,0.297,,2.85,0.00,0.031,,,,,,,,,,1.015,315.0,5.8,0.782,24.59,0.598,,,,84,308,,0.214,,60.0,0.606,,24.6,0,0.018,6,0.809,5.986,163.0,0.00,65.6,0.714,0.00,65.6,0.714,5.49,,,0.0,32,,,,,1.03,,0.012,0.8,0.927,17.0,9.712,0.646,,,,,0.0,,0.8,,,,,
18,"""42129""","Bologna, beef and pork, low fat",138.0,1.0 cup pieces,10.085,2.262,,0.0,0.235,,0.000,,7,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,3.505,0.11,,3.487,0.386,,,,,,,,,,,1328,,0.584,,,,,,,,,,,,,0.179,0.000,1.81,12.62,0.4,0,0.037,0.248,,4.42,,0.000,,,,,,,,,,1.875,215.0,5.9,,,,,,,0,317,,,,,,,,0,,7,,,,0.00,66.5,,0.00,66.5,,3.59,,,0.0,26,,,,,,,,0.7,,17.0,11.319,,,,,,0.0,,,,,,,
19,"""42161""","Bologna, beef, low fat",28.0,1.0 slice,1.53,0.143,,0.0,0.014,,0.000,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.7,0.008,,0.53,0.031,,,,,,,,,,,239,,0.114,,,,,,,,,,,,,0.028,0.000,0.39,1.807,0.1,0,0.005,0.042,,0.9,,0.000,,,,,,,,,,0.111,41.0,1.6,,,,,,,0,57,,,,,,,,0,,1,,,,0.00,14.9,,0.00,14.9,,1.46,,,0.0,4,,,,,,,,0.1,,3.0,1.593,,,,,,0.0,,0.3,,,,,
20,"""07960""","Bologna, chicken, pork",28.0,1.0 serving,2.762,1.217,,0.0,0.018,0.217,0.000,,4,0.057,0.18,0.116,0.231,,10.1,0.0,,0.065,0.0,0.433,0.258,,,,,,0,,,,,,,3,,0,0.038,2.89,3.0,1.03,0.011,0.023,0.792,0.067,,0.0,4,,0.0,4,,0.112,0.009,,394,,0.090,,,,,,,0.08,0.197,55.0,,,,0.036,0.000,0.14,3.688,0.2,4,0.0,0.053,,1.13,0.00,,,,,,,,,,,1.084,45.0,,0.141,8.57,0.312,,,,21,94,,0.023,,24.0,0.09,0.013,0.0,0,0.012,4,0.13,1.844,62.0,,,,,,,1.17,,,3.0,,,,,,0.188,,0.000,,,,3.311,0.088,,,,,0.0,,3.7,0.0,0.060,,,
21,"""07959""","Bologna, chicken, pork, beef",28.0,1.0 serving,1.959,0.973,,0.0,0.021,,0.000,,2,0.047,0.07,,,,,0.0,,0.043,0.0,,,,,,,,0,,,,,,,3,,0,,,,0.97,0.018,0.020,0.53,,,0.01,2,0.000,0.01,2,0.000,,,,319,,0.070,,,,,,,0.06,,26.0,,,,0.038,0.000,0.17,2.715,0.0,4,0.0,0.064,,1.1,0.00,,,,,,,,,,,0.871,88.0,1.2,,,,,,,21,76,,,,,,,,0,0.012,2,,,,0.00,16.5,,0.00,16.5,,1.57,,,3.0,,,,,,,,,,,,2.382,,,,,,0.0,,4.4,0.0,,,,
22,"""07952""","Bologna, chicken, turkey, pork",28.0,1.0 serving,2.237,1.308,,0.0,0.012,,0.000,,3,0.071,0.11,,,,,0.0,,0.053,0.0,,,,,,,,0,,,,,,,3,,0,,,,0.93,0.017,0.020,0.642,,,0.0,3,,0.0,3,,,,,349,,0.070,,,,,,,0.09,,23.0,,,,0.037,0.000,0.22,2.955,0.0,4,0.0,0.050,,0.85,0.00,,,,,,,,,,,1.172,43.0,1.3,,,,,,,21,83,,,,,,,,0,0.012,3,,,,0.00,14.9,,0.00,14.9,,1.58,,,3.0,,,,,,,,,,,,2.644,,,,,,0.0,,5.5,0.0,,,,
23,"""07971""","Bologna, meat and poultry",33.0,1.0 slice,2.438,1.515,0.00,0.65,0.016,0.258,0.000,0.010,2,0.068,0.19,0.126,0.251,0.029,,0.0,0.045,0.063,0.0,0.500,0.302,0.016,,0.03,,0.004,0,,,,,,,,,0,0.081,3.41,0.0,1.052,0.012,0.021,0.649,0.069,0.40,0.011,2,0.015,0.011,2,0.015,0.123,0.001,0.25,387,0.049,0.000,,,,0.012,18.46,0.0,0.1,0.230,41.0,0.004,0.0,0.007,0.052,0.001,0.16,3.389,0.6,0,0.006,0.064,0.004,1.2,0.00,0.029,,,,0.302,455.0,0.0,,0.005,0.0,1.348,106.0,1.3,0.242,7.84,0.305,0.012,,0.00,0,93,0.002,0.037,,30.0,0.1,0.010,4.8,0,0.013,2,0.14,1.734,70.0,0.00,19.6,0.142,0.00,19.6,0.142,2.08,0.000,,0.0,11,2.917,1.327,,0.254,0.221,,0.007,0.3,0.159,5.0,2.962,0.098,,0.012,0.033,0.06,0.0,,,0.0,0.082,,0.0,0.010
24,"""07010""","Bologna, pork",28.0,"1.0 slice, medium (4-1/2"" dia x 1/8"" thick) (1 oz)",1.915,0.590,,0.0,0.146,0.327,0.000,,1,,,,0.337,,10.1,,,,,,,,,,,,0,,,,,,,,,0,,,,1.092,0.022,,0.632,0.078,,,,,,,,0.179,,,289,,0.067,0.0,0.22,0.048,,,,,,,,,,0.044,0.000,0.26,2.725,0.1,0,0.006,0.076,,0.98,,0.000,,,,,,,,,,0.512,79.0,1.3,0.216,5.56,0.200,,,,0,69,,0.042,,17.0,0.135,,3.6,0,0.010,1,0.186,1.205,39.0,0.00,15.2,0.178,0.00,15.2,0.178,0.2,,,0.0,16,,,,,0.281,,0.006,0.4,0.206,4.0,2.524,0.135,,,,,0.0,,,,,,,
25,"""07936""","Bologna, pork and turkey, lite",56.0,1.0 serving 2 oz,3.058,1.709,,0.0,0.089,0.400,0.000,,10,,,,0.372,,,,,,,,,,,,,,0,,,,,,,1,,0,,,,1.72,0.046,,1.067,0.123,,,,,,,,0.2,,,493,,0.105,0.0,0.64,0.085,,,,,,,,,,0.054,0.000,0.16,4.227,,1,0.017,0.091,,1.43,,0.000,,,,,,,,,,1.56,77.0,,0.342,8.99,0.290,,,,1,118,,0.057,,44.0,0.17,,3.1,0,0.087,10,0.235,1.855,53.0,,,,,,,1.93,,,0.0,,,,,,0.352,,0.006,,,,3.864,0.132,,,,,0.0,,,,,,,
26,"""07937""","Bologna, pork, turkey and beef",28.35,1.0 oz,3.317,0.712,,0.38,0.043,0.266,0.000,,1,,,,0.29,,10.2,,,,,,,,,,,,0,,,,,,,,,0,,,,0.938,0.026,,1.077,0.082,,,,,,,,0.144,,,399,,0.183,0.0,0.34,0.038,,,,,,,,,,0.043,0.000,0.31,3.626,,0,0.021,0.110,,2.03,,0.000,,,,,,,,,,0.615,63.0,,0.148,8.29,0.325,,,,0,95,,0.036,,21.0,0.11,,3.5,0,0.075,1,0.153,2.010,36.0,,,,,,,1.89,,,0.0,,,,,,0.257,,0.017,,,,3.259,0.102,,,,,0.0,,3.1,,,,,
27,"""07011""","Bologna, turkey",28.0,0.99 oz 1 serving,1.219,1.079,,0.81,0.014,0.249,0.000,,3,,,,0.285,,10.1,,,,,,,,,,0.1,,0,,,,,,,3,,0,,,,0.73,0.02,,0.269,0.056,,,,,,,,0.139,,,245,,0.037,1.0,0.84,0.038,,,,,,,,,,0.027,0.000,0.06,1.914,0.1,3,0.003,0.068,,0.92,,0.002,0.2,,,,,,,,,0.996,38.0,1.3,0.167,4.49,0.266,,,,9,59,,0.036,,21.0,0.121,,4.3,0,0.014,3,0.159,0.909,32.0,0.00,15.1,0.144,0.00,15.1,0.144,1.31,,,0.0,7,,,,,0.234,,0.000,0.2,0.167,4.0,1.609,0.095,,,,,0.0,,3.7,,,,,
