,original_text,NDB_ID,Description
19.0,1/2 cup Smoky Caesar Dressing (recipe below),"""04135""","salad dressing, home recipe, vinegar and oil"
20.0,Spicy croutons (recipe below),"""18243""","croutons, seasoned"
21.0,1/4 cup Queso Anejo cheese,"""01017""","cheese, cream"
22.0,8 anchovy fillets,"""15001""","fish, anchovy, european, raw"
23.0,8 slices French or Italian bread cut into 3/4 inch cubes,"""18349""","rolls, french"
24.0,1/4 cup olive oil,"""04053""","oil, olive, salad or cooking"
25.0,2 teaspoons Too Hot Tamales chile powder (refer to recipe),"""02009""","spices, chili powder"
26.0,Salt and freshly ground black pepper to taste,"""02030""","spices, pepper, black"
27.0,1 tablespoon mayonnaise,"""42138""","mayonnaise, reduced-calorie or diet, cholesterol-free"
28.0,1 teaspoon Dijon mustard,"""02046""","mustard, prepared, yellow"
29.0,1 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
30.0,1 to 2 canned Chipotles,"""11820""","peppers, hot chili, red, canned, excluding seeds, solids and liquids"
31.0,1 tablespoon Worcestershire sauce,"""06971""","sauce, worcestershire"
32.0,Few drops hot sauce,"""06168""","sauce, ready-to-serve, pepper or hot"
33.0,Juice of one lemon,"""09152""","lemon juice, raw"
34.0,1 teaspoon capers,"""02054""","capers, canned"
35.0,10 anchovy fillets,"""15001""","fish, anchovy, european, raw"
36.0,8 garlic cloves cooked slowly in olive oil until soft,"""11215""","garlic, raw"
37.0,11/2 cups olive oil,"""44005""","oil, corn, peanut, and olive"
38.0,1 tablespoon red wine vinegar,"""02068""","vinegar, red wine"
39.0,2 cups instant flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
40.0,1 cup milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
41.0,2 egg yolks,"""01125""","egg, yolk, raw, fresh"
42.0,Salt,"""02047""","salt, table"
43.0,2 cups diced stale white bread,"""18033""","bread, italian"
44.0,4 tablespoons butter,"""01001""","butter, salted"
45.0,1/3 cup melted room temperature goose fat,"""04576""","fat, goose"
46.0,2 egg whites,"""01124""","egg, white, raw, fresh"
47.0,7 ounce can salmon drained,"""15238""","fish, salmon, coho, farmed, raw"
48.0,1 cup thawed frozen corn kernels,"""11774""","corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt"
49.0,14 1/2 ounce can Italian style stewed tomatoes,"""11533""","tomatoes, red, ripe, canned, stewed"
50.0,8 ounce bottle clam juice,"""14187""","beverages, clam and tomato juice, canned"
51.0,1/4 cup long grain rice,"""20041""","rice, brown, medium-grain, cooked (includes foods for usda's food distribution program)"
52.0,Salt and pepper,"""02047""","salt, table"
53.0,Green onion thinly sliced,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
0.0,1 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
1.0,1 tablespoon plus 1 teaspoon packed dark brown sugar,"""19334""","sugars, brown"
2.0,1 tablespoon plus 1 teaspoon granulated sugar,"""19335""","sugars, granulated"
3.0,3/4 teaspoon cinnamon,"""02010""","spices, cinnamon, ground"
4.0,1/2 stick cold unsalted butter cut into 1/2-inch pieces,"""01145""","butter, without salt"
5.0,1 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
6.0,1 teaspoon baking powder,"""18371""","leavening agents, baking powder, low-sodium"
7.0,1/4 teaspoon baking soda,"""18372""","leavening agents, baking soda"
8.0,1/2 teaspoon salt,"""02047""","salt, table"
9.0,1/2 cup sour cream,"""01056""","cream, sour, cultured"
10.0,3/4 teaspoon pure vanilla extract,"""02050""",vanilla extract
11.0,1/2 stick unsalted butter softened,"""01145""","butter, without salt"
12.0,3/4 cup granulated sugar,"""19335""","sugars, granulated"
13.0,1 large egg,"""01123""","egg, whole, raw, fresh"
14.0,1/2 pound blueberries (3 1/4 cups),"""09050""","blueberries, raw"
15.0,Accompaniment: sweetened whipped cream,"""01054""","cream, whipped, cream topping, pressurized"
16.0,1 (3 1/2-pound) chicken,"""05011""","chicken, broilers or fryers, meat only, raw"
17.0,2 1/4 teaspoons fine sea salt,"""02047""","salt, table"
18.0,1/4 teaspoon black pepper,"""02030""","spices, pepper, black"
19.0,1 tablespoon unsalted butter softened,"""01145""","butter, without salt"
20.0,3 (1/4-inch-thick) lemon slices,"""09150""","lemons, raw, without peel"
21.0,Special equipment: an instant-read thermometer,"""23263""","beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw"
22.0,6 cups (packed) arugula,"""11959""","arugula, raw"
23.0,6 cups (packed) coarsely torn curly endive,"""11213""","endive, raw"
24.0,3 tablespoons extra-virgin olive oil divided,"""04053""","oil, olive, salad or cooking"
25.0,1 1/2 medium Granny Smith apples peeled cored cut into 1/2-inch dice,"""09502""","apples, raw, granny smith, with skin (includes foods for usda's food distribution program)"
26.0,3/4 cup thinly sliced shallots,"""11677""","shallots, raw"
27.0,1 1/2 cups steamed chestnuts (from two 7.25-ounce jars) coarsely chopped,"""12095""","nuts, chestnuts, chinese, boiled and steamed"
28.0,3 tablespoons red wine vinegar,"""02068""","vinegar, red wine"
29.0,41/2 tablespoons walnut oil,"""44005""","oil, corn, peanut, and olive"
30.0,2 tablespoons light mayonnaise,"""42138""","mayonnaise, reduced-calorie or diet, cholesterol-free"
31.0,2 teaspoons whole-grain mustard,"""02024""","spices, mustard seed, ground"
32.0,1 teaspoon lemon juice,"""09152""","lemon juice, raw"
33.0,Pinch cayenne pepper,"""02031""","spices, pepper, red or cayenne"
34.0,1/4 cup white vinegar,"""02053""","vinegar, distilled"
35.0,1 tablespoon olive oil,"""44005""","oil, corn, peanut, and olive"
36.0,2 ounces Canadian bacon cut into small chunks,"""10123""","pork, cured, bacon, unprepared"
37.0,1 shallot thinly sliced,"""11677""","shallots, raw"
38.0,8 cups petite kale or baby spinach,"""11457""","spinach, raw"
39.0,Freshly ground black pepper,"""02030""","spices, pepper, black"
40.0,2 whole wheat English muffins split,"""18437""","english muffins, plain, enriched, without calcium propionate(includes sourdough)"
41.0,1 large ripe tomato cut into 4 slices,"""11529""","tomatoes, red, ripe, raw, year round average"
42.0,4 large eggs,"""01123""","egg, whole, raw, fresh"
43.0,2 cups berries (such as raspberry blueberry or blackberry),"""09042""","blackberries, raw"
44.0,Four 6-ounce glasses reduced-fat milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
45.0,1 large head garlic,"""11215""","garlic, raw"
46.0,1 1/2 pounds small red potatoes (each about 1 1/2 inches in diameter),"""11355""","potatoes, red, flesh and skin, raw"
47.0,1/4 cup water,"""14411""","beverages, water, tap, drinking"
48.0,3 tablespoons balsamic vinegar,"""02069""","vinegar, balsamic"
49.0,2 teaspoons extra-virgin olive oil,"""44005""","oil, corn, peanut, and olive"
50.0,1 teaspoon Dijon mustard,"""02046""","mustard, prepared, yellow"
51.0,3/4 pound haricots verts (thin French green beans) or regular green beans,"""11052""","beans, snap, green, raw"
52.0,1 red bell pepper,"""11821""","peppers, sweet, red, raw"
53.0,1/2 English cucumber,"""11205""","cucumber, with peel, raw"
54.0,10 Kalamata or other brine-cured black olives,"""09193""","olives, ripe, canned (small-extra large)"
55.0,two 6-ounce cans solid white tuna in water,"""15119""","fish, tuna, light, canned in oil, drained solids"
56.0,1/3 cup crumbled feta (about 2 ounces),"""01019""","cheese, feta"
0.0,1 tablespoon vegetable oil,"""04513""","vegetable oil, palm kernel"
1.0,4 tablespoons minced onions,"""11282""","onions, raw"
2.0,4 tablespoons sweet butter,"""01001""","butter, salted"
3.0,4 tablespoons flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
4.0,10 ounces milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
5.0,3 ounces white wine,"""14106""","alcoholic beverage, wine, table, white"
6.0,1/2 teaspoon Hungarian paprika,"""02028""","spices, paprika"
7.0,6 ounces sharp white cheddar,"""01270""","cheese, cheddar, sharp, sliced"
8.0,3 ounces gruyere cheese,"""01023""","cheese, gruyere"
9.0,Fresh ground nutmeg to taste,"""02025""","spices, nutmeg, ground"
10.0,Salt and fresh ground white pepper to taste,"""02047""","salt, table"
11.0,3/4 pound cooked macaroni,"""20420""","pasta, dry, unenriched"
12.0,4 bone-in chicken breast halves,"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
13.0,1 can (10 ounces) frozen margarita mix (recommended: Bacardi) thawed,"""12117""","nuts, coconut milk, raw (liquid expressed from grated meat and water)"
14.0,2/3 cup tequila,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
15.0,1/2 cup fresh cilantro leaves chopped,"""11165""","coriander (cilantro) leaves, raw"
16.0,2 tablespoons chicken seasoning (recommended: McCormicks Grill Mates),"""02034""","spices, poultry seasoning"
17.0,3/4 cup granulated sugar,"""19335""","sugars, granulated"
18.0,1/3 cup unsweetened cocoa powder,"""19165""","cocoa, dry powder, unsweetened"
19.0,3 tablespoons cornstarch,"""20027""",cornstarch
20.0,1/4 teaspoon salt,"""02047""","salt, table"
21.0,2 cups light cream,"""01056""","cream, sour, cultured"
22.0,3 ounces chopped bittersweet or semi-sweet chocolate,"""19080""","candies, semisweet chocolate"
23.0,1 1/2 teaspoons vanilla extract,"""02050""",vanilla extract
24.0,1 head garlic top sliced off,"""11215""","garlic, raw"
25.0,2 tablespoons olive oil,"""44005""","oil, corn, peanut, and olive"
26.0,6 to 8 large Yukon gold potatoes peeled and quartered,"""11362""","potatoes, raw, skin"
27.0,1 tablespoon salt,"""02047""","salt, table"
28.0,1 cup milk warm,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
29.0,1/2 stick butter softened,"""01001""","butter, salted"
30.0,Salt and black pepper to taste,"""02047""","salt, table"
31.0,Kosher salt,"""02047""","salt, table"
32.0,1 1/2 lemons,"""09152""","lemon juice, raw"
33.0,1 head garlic split horizontally,"""11215""","garlic, raw"
34.0,1 thyme bundle,"""02049""","thyme, fresh"
35.0,2 dried bay leaves,"""02004""","spices, bay leaf"
36.0,2 (1 1/2-pound) lobsters,"""15147""","crustaceans, lobster, northern, raw"
37.0,1/2 to 3/4 cup mayonnaise,"""42138""","mayonnaise, reduced-calorie or diet, cholesterol-free"
38.0,1 celery rib cut into 1/4 inch dice,"""11143""","celery, raw"
39.0,1/2 bunch of chives finely chopped,"""11156""","chives, raw"
40.0,Juice of 1/2 lemon,"""09152""","lemon juice, raw"
41.0,Celery salt,"""02047""","salt, table"
42.0,4 tablespoons (1/2 stick) of unsalted butter,"""01145""","butter, without salt"
43.0,1 clove garlic smashed,"""11215""","garlic, raw"
44.0,4 top split hot dog rolls,"""28288""","bread, roll, mexican, bollilo"
0.0,12 ounces potatoes peeled quartered,"""11352""","potatoes, flesh and skin, raw"
1.0,2 large eggs,"""01123""","egg, whole, raw, fresh"
2.0,1 3/4 teaspoons salt,"""02047""","salt, table"
3.0,1 6-ounce can tuna packed in oil drained 2 tablespoons oil reserved,"""15124""","fish, tuna, white, canned in oil, drained solids"
4.0,3/4 cup chopped green onions,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
5.0,1 tablespoon drained capers,"""02054""","capers, canned"
6.0,18 sheets frozen phyllo pastry thawed,"""18338""",phyllo dough
7.0,1/4 cup chopped fresh Italian parsley,"""11297""","parsley, fresh"
8.0,1/4 cup vegetable oil plus additional vegetable oil (for frying),"""04513""","vegetable oil, palm kernel"
9.0,EVOO for brushing,"""44005""","oil, corn, peanut, and olive"
10.0,12 eggs,"""01123""","egg, whole, raw, fresh"
11.0,4 ounces thinly sliced deli chicken turkey ham or roast beef finely chopped,"""07028""","ham, sliced, pre-packaged, deli meat (96%fat free, water added)"
12.0,4 ounces shiitake mushrooms stemmed and thinly sliced,"""11238""","mushrooms, shiitake, raw"
13.0,1 cup fresh bean sprouts,"""11043""","mung beans, mature seeds, sprouted, raw"
14.0,1 cup shredded baby bok choy,"""11116""","cabbage, chinese (pak-choi), raw"
15.0,1/2 cup shredded carrots,"""11124""","carrots, raw"
16.0,1 bunch scallions thinly sliced on an angle,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
17.0,1/4 red bell pepper very thinly sliced,"""11821""","peppers, sweet, red, raw"
18.0,One 1-inch piece fresh ginger peeled and grated plus 2 thin slices,"""11216""","ginger root, raw"
19.0,1 large clove garlic grated or made into a paste,"""11215""","garlic, raw"
20.0,Salt and freshly ground pepper,"""02030""","spices, pepper, black"
21.0,1 tablespoon cornstarch,"""20027""",cornstarch
22.0,1 cup chicken stock,"""06172""","soup, stock, chicken, home-prepared"
23.0,1/4 cup tamari (aged soy sauce),"""16124""",soy sauce made from soy (tamari)
24.0,1 teaspoon hot sauce,"""06168""","sauce, ready-to-serve, pepper or hot"
25.0,12 jumbo head-on shrimp or prawns (16-18 count),"""15270""","crustaceans, shrimp, raw"
26.0,2 tablespoons EVOO plus more for liberal drizzling,"""44005""","oil, corn, peanut, and olive"
27.0,1 fresh bay leaf,"""02004""","spices, bay leaf"
28.0,Chicken stock to cover,"""06172""","soup, stock, chicken, home-prepared"
29.0,Sea salt and black pepper,"""02047""","salt, table"
30.0,Zest and juice of 1 lemon,"""09152""","lemon juice, raw"
31.0,1 teaspoon chile flakes,"""02031""","spices, pepper, red or cayenne"
32.0,2 to 3 cloves garlic grated or minced,"""11215""","garlic, raw"
33.0,12 large fresh sage leaves,"""02038""","spices, sage, ground"
34.0,12 slices thinly sliced prosciutto,"""10860""","pork, cured, bacon, cooked, baked"
35.0,1/4 cup dry vermouth,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
36.0,2 tablespoons butter,"""01001""","butter, salted"
37.0,A hunk of crusty bread for serving,"""18044""","bread, pumpernickel"
38.0,1 bulb fennel thinly sliced,"""11957""","fennel, bulb, raw"
39.0,2 cups arugula,"""11959""","arugula, raw"
40.0,Juice of 1 lemon,"""09152""","lemon juice, raw"
41.0,Sea salt and black pepper,"""02047""","salt, table"
42.0,Olive Oil to coat,"""44005""","oil, corn, peanut, and olive"
43.0,4 ounces Parmesan shaved,"""01033""","cheese, parmesan, hard"
44.0,1 cup unsalted butter at room temperature,"""01145""","butter, without salt"
45.0,1 cup granulated sugar,"""19335""","sugars, granulated"
46.0,2 tablespoons finely grated orange zest,"""09216""","orange peel, raw"
47.0,3 large eggs 2 of them separated all at room temperature,"""01123""","egg, whole, raw, fresh"
48.0,"1 cup pumpkin puree homemade or pure canned solid-pack pumpkin (not """"pumpkin pie filling"""")","""11424""","pumpkin, canned, without salt"
49.0,1 1/2 cups all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
50.0,1/2 cup cake flour (not self-rising),"""20084""","wheat flour, white, cake, enriched"
51.0,2 teaspoons baking powder,"""18371""","leavening agents, baking powder, low-sodium"
52.0,1/4 teaspoon salt,"""02047""","salt, table"
53.0,Juice of 1 large juice orange such as Seville,"""42270""","beverages, orange juice drink"
54.0,1/2 cup granulated sugar,"""19335""","sugars, granulated"
55.0,Additional unsalted butter at room temperature for greasing the pan,"""01145""","butter, without salt"
56.0,Thick vanilla yogurt or vanilla ice cream to serve,"""19095""","ice creams, vanilla"
57.0,Nonstick cooking spray for spraying muffin cups,"""04679""","oil, pam cooking spray, original"
58.0,1 teaspoon olive oil,"""44005""","oil, corn, peanut, and olive"
59.0,1 cup chopped broccoli,"""11090""","broccoli, raw"
60.0,Kosher salt,"""02047""","salt, table"
61.0,Freshly cracked black pepper,"""02030""","spices, pepper, black"
62.0,1 teaspoon thinly sliced shallots,"""11677""","shallots, raw"
63.0,2/3 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
64.0,3 eggs,"""01123""","egg, whole, raw, fresh"
65.0,1 egg yolk,"""01125""","egg, yolk, raw, fresh"
66.0,1/2 teaspoon chopped fresh marjoram,"""02023""","spices, marjoram, dried"
67.0,Pinch ground nutmeg,"""02025""","spices, nutmeg, ground"
68.0,1/2 cup crumbled goat cheese,"""01159""","cheese, goat, soft type"
69.0,1/2 cup grated Swiss cheese,"""01040""","cheese, swiss"
0.0,Two 1-pound salmon fillets,"""15238""","fish, salmon, coho, farmed, raw"
1.0,1 tablespoon soy sauce,"""16124""",soy sauce made from soy (tamari)
2.0,1/4 teaspoon salt,"""02047""","salt, table"
3.0,1/8 teaspoon ground white pepper,"""02032""","spices, pepper, white"
4.0,2 scallions cut into 4-inch pieces,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
5.0,4 slices ginger,"""11216""","ginger root, raw"
6.0,1 lemon,"""09150""","lemons, raw, without peel"
7.0,2 teaspoons sesame oil,"""04058""","oil, sesame, salad or cooking"
8.0,1/2 cup dry red wine,"""14096""","alcoholic beverage, wine, table, red"
9.0,1/4 cup good quality port (preferably not too sweet),"""14096""","alcoholic beverage, wine, table, red"
10.0,1/4 cup olive oil,"""44005""","oil, corn, peanut, and olive"
11.0,2 tablespoons balsamic vinegar,"""02069""","vinegar, balsamic"
12.0,2 tablespoons maple syrup,"""19353""","syrups, maple"
13.0,2 tablespoons low-salt soy sauce,"""16424""","soy sauce made from soy and wheat (shoyu), low sodium"
14.0,2 bay leaves,"""02004""","spices, bay leaf"
15.0,1 teaspoon cracked black pepper,"""02030""","spices, pepper, black"
16.0,2 cloves garlic crushed,"""11215""","garlic, raw"
17.0,Several sprigs of fresh thyme or 1/4 teaspoon dried thyme,"""02049""","thyme, fresh"
18.0,1/2 teaspoon juniper berries,"""09316""","strawberries, raw"
19.0,8 quail preferably fresh with breast and backbones removed,"""05159""","quail, breast, meat only, raw"
20.0,2 tablespoons olive oil,"""44005""","oil, corn, peanut, and olive"
21.0,2 pounds poultry bones necks and wing tips (quail chicken duck or any combination of the three),"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
22.0,2 carrots roughly chopped (about 1/2 cup),"""11124""","carrots, raw"
23.0,1 onion diced (about 1/2 cup),"""11282""","onions, raw"
24.0,3 ribs celery roughly chopped (about 3/4 cup),"""11143""","celery, raw"
25.0,1 bay leaf,"""02004""","spices, bay leaf"
26.0,1/2 teaspoon dried thyme,"""02042""","spices, thyme, dried"
27.0,1 clove garlic crushed with the flat of a knife blade,"""11215""","garlic, raw"
28.0,3 quarts water,"""14411""","beverages, water, tap, drinking"
29.0,1/2 cup veal stock or beef stock,"""06170""","soup, stock, beef, home-prepared"
30.0,1 cup good quality port,"""14096""","alcoholic beverage, wine, table, red"
31.0,2 tablespoons good quality port,"""14096""","alcoholic beverage, wine, table, red"
32.0,2 tablespoons unsalted butter,"""01145""","butter, without salt"
33.0,4 cups dashi,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
34.0,1/2 cup sliced shiitake mushrooms,"""11238""","mushrooms, shiitake, raw"
35.0,4 tablespoons red miso,"""16112""",miso
36.0,10 ounces tofu cut into 1/2-inch cubes,"""16162""","mori-nu, tofu, silken, firm"
37.0,Chopped green onions for garnish,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
38.0,3 quarts cold water,"""14411""","beverages, water, tap, drinking"
39.0,3 ounces giant kelp (kombu),"""11445""","seaweed, kelp, raw"
40.0,3 ounces dried bonito flakes,"""02031""","spices, pepper, red or cayenne"
41.0,2 bay leaves,"""02004""","spices, bay leaf"
42.0,1/3 cup sugar,"""19335""","sugars, granulated"
43.0,Pinch of kosher salt,"""02047""","salt, table"
44.0,2 teaspoons fresh lemon juice,"""09152""","lemon juice, raw"
45.0,3/4 cup (1 1/2 sticks) unsalted butter melted slightly cooled plus more for pan,"""01145""","butter, without salt"
46.0,1 1/2 cups coarse-grind semolina flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
47.0,1 cup sugar,"""19335""","sugars, granulated"
48.0,2 teaspoons baking powder,"""18371""","leavening agents, baking powder, low-sodium"
49.0,2 teaspoons finely grated orange zest,"""09216""","orange peel, raw"
50.0,1 teaspoon ground cardamom,"""02006""","spices, cardamom"
51.0,1/2 teaspoon kosher salt,"""02047""","salt, table"
52.0,1 cup plain whole-milk Greek yogurt,"""01287""","yogurt, greek, plain, lowfat"
53.0,3/4 cup whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
54.0,3 oranges,"""09202""","oranges, raw, navels (includes foods for usda's food distribution program)"
55.0,Lemon juice (optional),"""09152""","lemon juice, raw"
56.0,3 tablespoons butter or margarine,"""01001""","butter, salted"
57.0,1 package (10 oz. about 40) marshmallows,"""19116""","candies, marshmallows"
58.0,- OR -,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
59.0,4 cups miniature marshmallows,"""19116""","candies, marshmallows"
60.0,6 cups KELLOGGS® COCOA KRISPIES® cereal,"""08177""","cereals, malt-o-meal, chocolate, dry"
61.0,Creamy peanut butter,"""16399""","peanut butter with omega-3, creamy"
62.0,KELLOGGS® COCOA KRISPIES® cereal,"""08177""","cereals, malt-o-meal, chocolate, dry"
63.0,Pretzel twists,"""43109""","pretzels, soft"
64.0,Pretzel sticks,"""43109""","pretzels, soft"
65.0,Canned frosting or decorating gel,"""19230""","frostings, vanilla, creamy, ready-to-eat"
66.0,Assorted candies,"""19919""","candies, fruit snacks, with high vitamin c"
